Smiles,epoch
CC1=CC(C)(C)OC=C1,10
CC(O)C1NC(=O)C2(CCCC2)NC(=O)C2(O)C(NS(=O)(=O)C2(C)C)C1=O,10
CC1=CC(=O)C(C=CC2CC(O)CC(=O)O2)(CO)C(O)C1=O,10
CC(O)C1(C)OC1=O,10
O=C1C=C(O)C(=O)C1CCCCO,10
O=C(O)C(=O)N1CSC2C(C(=O)NC3CCCCC3)CCC21,10
CC=C1C(O)C(OC(C)=O)C2N(CCC)C23C(=O)C(OC(=O)CSC)C13,10
C[N+]1c2c(oc(=O)n(CC(=O)OCc3ccccc3)c2=O)C1O,10
NC(=O)C=C1C=C(CN2CC=CC2)CS1,10
COc1ccc(O)c2c1C1C=C(C(=O)[O-])C(=O)N1CC2,10
CC12SC(=Cc3ccc(O)cc3)CC(=O)C1C(=O)NC2=O,10
Fc1ccc(-c2ccon2)c(F)c1,10
Cn1c2c(c(=O)c3c4cc(F)cc(F)c4n(C)c3c1=O)C(=O)OC2=O,10
O=C(Cc1ccc(N2CCOCC2)cc1)NCC1(C(=O)O)OCNC1=O,10
CC(=O)CC1C(O)C2C=CC(=O)N2C1O,10
NC1CCN(CCc2c[nH]c3ccc(Cl)cc23)CC1,10
COc1ccc2[nH]cc(C(=O)OC=CC3CCN(CC4CCC(NC(C)=O)CC4)CC3)c2c1,10
Nc1c(F)cc(C2NC(CO)C(O)C2O)cc1Cl,10
COC1=CC(C)(O)C2C(=O)C3OC1C2C3(C)C(C)CC1(C)C=CC(C)=C1,10
CC=CC1(C)C=C(C)c2[nH]c3ccccc3c2C(=O)N1O,10
CNC1CCN(C(=O)C2=CC(=O)CC(N)C2)C1,10
O=C1C=CC(O)=C(c2c[nH]c3ccccc23)C1=O,10
CC(C)=CC1=C(C)C=CC(O)NC1C,10
CC12C=CC(=O)C=C1C=CC2,10
CC(=O)c1c(O)cc(C)c2c1C(=O)c1c(ccc(C)c1CC(=O)O)C2=O,10
COc1c(Cl)cc(Cl)c2c1N(O)C(=O)C(C)CC2,10
C=Cc1cnc(C2C(C#N)=C(C)NC(C)=C2CC)[nH]1,10
CC1C(=O)C(N)=CC1C=CC1CC(O)CC(=O)O1,10
CC=C1C=CC2(CN=C(CO)OC2=O)C1,10
CC(O)=Nc1cc(Cl)cc2c1nc(N1CCC(C3COC3)CC1)c(=O)n2C,10
CC(=O)NC1C(O)C(OC2C(O)C(C)CC(N)C2O)C(O)C(O)C1N=C(N)N,10
CSC1C(O)NC1C(=O)O,10
NC(Cc1ccc(O)cc1)C(=O)N1C(C(=O)O)CC2CCC21,10
NC(N)=NC1C=C(C(=O)O)C=CC1O,10
CC=CC=CC1=C(C)N=C(N)NC1C,10
CCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,10
CC1OC(O)C(N=C(N)N)CC1OC1CC=CC(=O)O1,10
CCOc1ccc2[nH]c(C)c(C)c(=O)c2c1C(N)=O,10
O=C1OC2C(C(=O)O)OC(=O)C2(O)C1=O,10
CCC1=C(C(=O)OC)N2C(=O)COC2OC1=O,10
NC(Cc1ccc(O)cc1)C(=O)NC1CNC(=O)CCC(C(=O)NC2c3ccccc3CC2O)NC(=O)C1=O,10
COc1ccc(C2=NCCC2)c2c(OC)cccc12,10
O=C(NC1c2ccccc2CC1O)C1=NCCC1,10
CCOC(=O)C1=C(C)NC(C)=C(C(=O)NC2OC2C)C1c1ncc(Cl)[nH]1,10
CC1=C(C#N)C(c2nccc(=O)[nH]2)C(C=CC2(O)C(=O)OC2C)=C(C)N1,10
CCN1CCc2c(ccc(C(=O)NC3=C(C(=O)O)COC3)c2OC)C1=O,10
O=C1CCC(C(=O)O)N1,10
CC1CNCCN1C(=O)c1cccc(N=C=Nc2ccc(O)cc2)c1,10
CON1C(=O)C12C=C(C(C)C)CC2,10
CC12CC=C(c3cc(O)cc4occc34)CC1C(C(=O)O)CC2,10
CC1=C(c2ccc(O)cc2)CC(C(=O)[O-])N1,10
O=C(O)C1CC(O)C(P(=O)(O)O)N1,10
COc1ccc(C2C(C#N)=C(C)NC(C)=C2C(=O)N2CCN(C(C)C)CC2)cc1,10
CC1C=CC(=O)C(O)C1(O)C(=O)O,10
Cc1ccc(O)c2c1C(=O)C=C1C=CC(C)C(O)(C(=O)C(C)C)C12C,10
CC1CCN(C(=O)C=CC2C(N)CCC3(C)C(=O)NC(=O)N23)C1,10
Cc1c(Cl)c(O)c(C)c2c1NC(=O)C1C=CCN1C2=O,10
CC1=CC(=O)CC2(C)C(OC(=O)C3=CC=CC3O)C(=O)C(C)(C)C12,10
CN(C)CCSCC(=O)OC1CC(=O)C=C(NC(=O)C=CC=CC2CC(=O)C2O)C1=O,10
CC1CC(OC2C(O)C(O)C(O)C(NC(=O)CSCCN)C2O)C(O)C(O)C(N=C(N)N)C1O,10
NC(=O)C1=CCC(O)C(O)C1N=Cc1ccc(Cl)cc1,10
Cc1c2c(c3c(c1C(C)C)C(=O)C(C)(C)C=C3O)C(=O)c1c([nH]c3cc(Cl)ccc13)C2=O,10
O=C(C1NCC(O)C1O)N1CCC(N2C(=O)OCc3ccccc32)CC1,10
O=C1C=C(O)C12N=C(O)C1C=CC=C12,10
CC(C)(C1CC(=O)N2C=CCOC12)P(=O)(O)O,10
Nc1ccc(CN2C(=O)C(O)C(O)C2CO)cc1,10
CC=CC1(O)CC(C)OC1=O,10
COC1(C2CC2)C(O)C(C)OC2CN(c3cccc(C(F)(F)F)n3)CC21,10
COC1C(C(C)OC(C)=O)N=C2C(c3ccc(Cl)c(Cl)c3)=NCC21O,10
CC=CC(=O)OC1CN2C(CC(=O)C2C(N)=O)OC1=O,10
C=CC1NC(C2OC(=O)C(C=CC)O2)C(O)C(C)C1O,10
CC1CCC(N2CCC(c3c[nH]c4ccc(F)cc34)CC2)CC1,10
COC(=O)C1=C(C)C(c2ccccc2C(=O)N2CCCC2)C2=C(C(=O)NC2=O)C1=O,10
CCC1OC(c2ccc(Cc3cnc(N)s3)c(Cl)c2)C(O)C(O)C1O,10
CC1NC(=O)C(N)C(C(O)C(O)C(C(=O)NC2COC2O)C2CCCC2)NC1=O,10
COc1cc2nc(C(C)C)c3c(c2cc1OC)C(=O)c1c([nH]c(=O)n1C)CC3=O,10
CC(=O)OC1CC(C)C12C=C(CO)C(O)C(O)CO2,10
CC(=O)SCC(C)C=CC1(O)CCCC1O,10
CC1C(=O)NC(C(=O)C(=O)O)C1=O,10
COc1cc(Cl)c2c(c1)CC(C)(CN1CCC(N)CC1)O2,10
NC(N)=NC1OC2C=CCC(=O)CC3C(c4cccc(O)c4)C(O)N3C(=O)C1O2,10
O=C1NC2(O)C(=O)CC(O)C(O)C2C1=O,10
CCC1NC(=O)C2SC(C)(C)SC2C1O,10
CC1OC(=O)NC1C(N)=O,10
COc1cc2c(c(Cl)c1OC)C(=O)CCC2C,10
CC(NC(=O)C=CCN1C(=O)NC(=O)C2(CCC2)C1=O)c1ccc(F)cc1,10
CC1CCC(c2c(O)c3ccoc3oc2=O)=CC1=O,10
CC(O)C1NC(=O)C2(CCCC2)NC(=O)C2NCC=CC2(C)C1=O,10
CCC1(C)NC(C(=O)O)O1,10
CC(C)C1CN=C(CO)N1C,10
COC1C2NC(=O)CC(OC3C(O)C(N)C(O)C(N=C(N)N)C3O)C2OC1n1cnc2c(N)ncnc21,10
NC(Cc1ccc(O)cc1)C(=O)N1C(=O)C2CCCC21,10
Cc1cc(=O)c2c3c(cc(O)c2o1)C=CC(C)(C)O3,10
CCc1ccc2c(c1C)C(=O)c1c(ccc(C)c1C(=N)N)C2=O,10
CC(C)C=CCC1C(=O)OC1C,10
O=C(O)C1=CC=C(C=CCN2C(=O)CCC2=O)C1,10
O=C(O)CN1CCC(CN2C(=O)c3cc(Cl)cc(Cl)c3C2=O)CC1,10
CC12C=C(C(=O)O)N3C(=O)C(OC(=O)C4CC4)NC1CCC32,10
CCCC1CC(c2cc(O)c3c(c2)CCCC3=O)=NO1,10
COc1cc2c(cc1OC)C(=O)c1c(cc(OC)c(OC)c1OC)C2=O,10
NC1CC(C2=CCN(C(=O)C3CCC(C(=O)O)CC3)CC2)c2ccc(Cl)cc21,10
O=C1C=C(C(=O)O)C(O)C(=O)N1,10
CC1(C)C(=O)NC(=O)C1=O,10
CC=CC1CC(OC2CC(C)(C=CC(=O)O)OC2=O)C(O)C(NC)C1O,10
CCC1=C(C)C(=O)C2=C(SC(C)(C)C2=O)C1C,10
COc1cccc(OC)c1C1C(Cl)=C(Cl)C(=O)C12NC(=O)Nc1c(C)n[nH]c1C2=O,10
CC1OCCC1C1(C)CN(C2COc3ccccc32)C(=O)O1,10
CC1=CC(=O)C2OC(=O)C(C)C(OC3OC(C)C(O)C(N)C3N)C(N=C(N)N)C=CC12OC(C)(C)O,10
Nc1ccc(C=CC(=O)C2(O)CCC(=O)C3(O)C4C(OC23)C(=O)NN4CC2CCCC2)cc1,10
COc1ccc2c(N)c3c(nc2c1)CCCC3,10
CC1OC(CN)C(O)C(N)C(O)C1OC1C(N)CC(N)C(O)C1O,10
CC1=C(C(=O)N2CC(=O)C3CCCC32)C(c2ccc(F)c(F)c2)NC(=O)N1,10
Cc1ccc(N)c(C)c1C(=O)NC(Cc1ccccc1)C(=O)NC1OC(C)C(O)C1O,10
O=C(O)C1CCCN1C(=O)C1CCCCC1,10
Cc1c(Cl)cccc1N=C(O)C=CC1(C)C=CC=C(C(=O)O)C1,10
Cc1cccc(C)c1C(=O)N1CCC(CC2=CCC(NC(=O)C3CCCCC3)CC2)(c2ccc(Cl)c(Cl)c2)CC1,10
NC1C=CC(C(=O)NC2C(=O)N3OCC2C=CC3=O)=C(O)C1,10
N=C(N)c1ccc2c(c1)OC(=Cc1ccc(Cl)[nH]1)C2=O,10
Nc1nnc2c(n1)CC(=O)N2C1CCC(C(=O)O)CC1,10
CC(C)C=CC1=[N+](CC2OC(n3cnc4c5cnccc5c(=O)n(C)c43)C(O)C2O)C(=O)OC1,10
CC12CCC(O)C1C(C(=O)C(O)CO)C2,10
CNC1CCc2cccc(CC(N)C(=O)O)c2C1,10
O=C(O)C(Cc1ccc(O)cc1)NC(=O)C1CO1,10
N=C(N)CC1NC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC1=O,10
CC(C)n1c(=O)n(C)c2cc(NC(=O)CCCCC(=O)O)ccc21,10
CC=CC1OC(CC)=NC1(C)C,10
CCN1CCN(CCC2CC=CC2O)CC1,10
CC1C(=O)c2ccc(SCC3CCCC(=O)O3)cc2N(C)C1=O,10
OCC1OC(c2ccc(Cl)c(Cc3nc4ccc(Cl)cc4s3)c2)C(O)C(O)C1O,10
CC1=CC2OC(=O)C(O)(C=C1)CC21[N-]C1=O,10
O=C(C1CCCCC1)N1CC(O)C(O)C(O)C1CO,10
O=C(O)C1=CC(N=CCO)C(O)OC1,10
CC12CCC=C(C3=NC(C(=O)O)CC3)C1C=Cc1ccc(O)cc12,10
CC=C1C(=O)NC(=O)C12CC(=O)N2,10
CC1(C)OC(=O)C(C2=CCCC2)=C(O)c2cccc(O)c21,10
COC12OC=C(c3ccc(Cl)c(O)c3)C1OCCC2(C)C,10
COC1C(=O)CC=CC1=NC1OC(CO)C(O)C1O,10
CC1(C(=O)OC2CCC3(C)C(=O)NC(=O)NC23)CO1,10
COC(=O)C1=C(C)NC(c2ccc(Cl)cc2)C2=C1CCC2=O,10
COc1cc2c(cc1OC)C(=O)C(Cc1cc[nH]c1)=C2,10
COC(=O)C1=C2NC(C)=C(C(C)=O)C=C2CCC1=O,10
O=c1[nH]c(-c2ccc(O)cc2)c(Cl)o1,10
CC1OC(O)C1NC(=O)OCc1cccc(N)c1C=C1NC(=O)NC1=O,10
CC(=O)NC1C(=O)c2[nH]c3c(N)c4c(nc3c(=O)c2C(C)C1O)CCCC4,10
Cn1c(N2CCCC(N)C2)cc2c(O)cccc21,10
Cc1cc(Cl)ccc1N1CC2(OC1=O)OC(CN)C(O)C(O)C2O,10
CN1C(=O)C2=C(C1c1ccc(Cl)cc1)C(C)(C)C(=O)NC2=O,10
CC=CC1=NC(C(=O)O)CC1,10
OCC1NC(CO)C(O)C(O)C1O,10
NC(CC1(O)CCCC1=O)C(=O)O,10
COC1C=CCC(O)C1O,10
COC1C(NC2CC3N=C(N)NC3C(O)C2O)OC(C)C(N)C1O,10
COCC1=C(C(=O)[O-])N2CC(C)OC2C1=O,10
CCSCC(=O)OCNC1C(=O)NC2=C1C(=O)C2C,10
COc1cc2c(cc1OC)C(=O)c1c(cc3c(c1O)NC(C)(C)C=C3C)C2=O,10
Cc1c(C(=O)OC(C)C)c2c(n(C(=O)C=CCN3CCC(O)C3)c1=O)C(=O)CC2,10
NC1(C(=O)OC(=O)c2ccc(N3CCC(O)C3)o2)CC1,10
CC(C=CC1NN2C(=O)C(=CC(C)C)C=C(C)C(C(=O)C2(C)C(=O)O)C1O)=CC(N)=O,10
CC1CN(C(=O)C=CN2C(=O)CC(C)(C)C2=O)C(C)O1,10
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,10
CCCCCc1ccc(NC(=O)C2CCCC(OC)C2)cc1,10
CC(=O)OC1C(CCC2OC(C)CC3(C)C(O)CCC23)=C2C=C(C(C)O)OC(C)C2C1O,10
COCCC=C(C)C1=CC(N)=C(C(=O)OC)C12OC(=O)C2O,10
CCc1c(O)c2c(Cl)cccc2[nH]c1=O,10
C=CC(C)C1=NC(C)(C)C(=O)N1,10
NC(C1CC(=O)O1)C(O)C(=O)O,10
CC1(C=CC=CC=CC(=O)O)C2CCC1(C)C(C(=O)O)C2,10
NC(=O)C1=C(C(=O)O)NC2C(CCCCCC(=O)c3ccco3)C(=O)N12,10
CC(=CC1C2C(=O)OC3=CC(=O)C(C)CC312)C(=O)C(N)=O,10
COC(=O)c1c(C)nc(-c2ccc(Cl)cc2O)c2c1CCCC2=O,10
CC1CC(=O)c2c(c3cc(C(=O)O)ccc3n2C)N1,10
COc1cc2c3c(c1CCCC3)N=C(C(=O)O)C(=O)O2,10
CC(=O)C1=C(C)C=CC(=O)NC(=O)C(C)=CC1=O,10
CC(C)(O)C1=NC(CC(=O)O)CC1,10
Nc1cc2c(cc1Cl)C(=O)C(c1csc(=O)[nH]1)OC2=O,10
CCC1=CC2(NC(=O)NC2=O)C(=O)c2ccccc21,10
CC(C)CN1C(=O)C(C2=CC(C)(C)NC2=O)C2=C1C(=O)NC2=O,10
NC(=O)C1CC=CN1,10
CC(=O)c1[nH]c2c(c1N)N1C=NCC1(O)C2=O,10
CC(=CC1=NCCC1)C1CC(C=CC(O)CC(C)CO)(CO)O1,10
COC(=O)C1=C(C)C(=O)C2=C(C)CC(=O)N2C1c1ccccc1SC,10
CC1SCC(C(=O)O)NC1=O,10
CC1=CC(NC(=O)C(C)N)C(=O)N2c3c(N)cc(=O)n(C)c3C(C)(C)C2C=CC(=O)C=C1,10
COc1ccc2c(c1)C(CO)=CCC2N1CC(C)OC(C)C1,10
CC1CC(N=C(O)c2cccc3[nH]ncc23)C(=O)C1(O)C=O,10
CSCC(=O)NC1C=CC(C=CC(N)=O)OC1(C)C(C)=O,10
O=C1CC(=O)C(C2CCC(N3CCC(C(=O)c4ccc(F)cc4)CC3)CC2)N1,10
CC(C)C1C(=O)N2CC3C(=O)NC1(C(=O)O)C3C1CC2C(=O)N1,10
O=C(O)C1COc2cc(Cl)ccc2N1,10
CN1CC(C(=O)OC2CNC(C(=O)N3CCC(O)CC3)C2)C(c2ccc(Cl)cc2)C1,10
CN1C2CC(O)C3=CC(=O)C(O)CC31C(=O)OC2C(=O)O,10
CCN1C(=O)Cc2c(C3CCOC3)c(C3COC3)cc(S(C)(=O)=O)c21,10
CC1NC(=O)C(CCC(=O)O)CSC(C)(C)C(C(=O)O)NC1=O,10
OCC1=CC(n2cnc3cc(Cl)ccc32)C(O)C(OCc2ccccc2)C1O,10
CC(=O)OC1OC(C=CC(C)C=C2OC(=O)C(C)(C)C2O)C(O)C(OC(C)=O)C1OC(C)=O,10
NCC1CC1c1oc(CO)cc1Cl,10
COC1C(O)C(O)C(O)C(N=C(C)O)C1O,10
CC(C)Oc1c2c(C(=O)O)c3n1C(C)C(CC2)CSC3,10
[C-]#[N+]C(=O)C=CC1C(C=CC)OC(=O)C1N,10
CC1=C(C=C2OC(C=CC(=O)O)=C(C)C2=O)CC2=C(C(=O)NC2=O)C1=O,10
CC1=CC(=O)C2(O)C1CC(O)(C(=O)O)C2C(=O)O,10
O=C(NC1SC2CC=CN2C1=O)C1CC1,10
CCC1CN=CN1,10
COc1ccc2c(c1O)CC(=O)C(N1CC1)C2,10
CC1CC(=O)c2c(c(O)c3[nH]c4cccc(O)c4c(=O)c3c2O)C1,10
CC=C1C(=O)OC2C(OC)C(O)CC(O)C12O,10
CC=CC1(C)C(=O)C2NC(C(O)C(=O)NC3CCCCO3)=C21,10
CC=C1C(=O)C(=O)N2OC2C(=O)OC1C=CC1=CCC(N=C(O)C(C)OC)C(O)CC1,10
O=C1Nc2cc(Cl)c(Cl)cc2C1=C(O)CC1=NCCC1,10
COC(=O)C1=C(OC)C(=O)C(=O)N(O)C1c1c(C)noc1C,10
CNC(=O)C1(C)C=CC(C)=CC1=O,10
COC1C(C)CCC2CN(C3CCN(CCC(=O)O)CC3)C(=O)CC21C,10
COc1cc2c(c(OC)c1OC)C(=O)N(C)C2=O,10
COC1=CCC(Nc2cccc(C(=O)O)c2C)=CC1=O,10
CC1OC(C)(CO)N=C(N)C1O,10
CCCCC1=C(C(=O)[O-])N2C(=O)CCC2O1,10
O=C(C1=NCCC1)c1ccc(Cl)cc1,10
CNC(=O)C1=CC(=O)C2C(=O)NC12,10
CCC1(O)C(=O)Oc2c1cc1c(c2Cl)C(C)(C)C(=O)C2(C)C1=CC(=O)N2C,10
O=C1C=C(Cl)C(=O)N1,10
C=C(C)c1ccc2c(c1)c1occ(N3CCC4CC(C(N)=O)C(O)CC43)c(=O)c1n2C,10
CC(O)(C=N)C1=CC(CC(N)=O)NC1=O,10
CC1OC(=O)C1C=CC(N)=O,10
CNC1CC(N)C(OCC2(C)CO2)C(O)C1OC1COC(CO)C(O)C1O,10
CCC1OC(=O)C(C(C)O)NC1=O,10
CC(C=CC1C2=C(C=CC1(C)C)CC(=O)O2)=CC(N)=O,10
CC(C)(O)CC1=NCC(Cl)=C1c1ccc(Cl)cc1,10
NCC1CC2(OC(=O)Nc3ccc(Cl)cc32)C(=O)N1,10
CCC(C)OC(=O)C=CC1=CC2C(=O)C(C)C2(O)C1O,10
CNC1C(O)C(C=CC=CC2(C)C=CC(C)O2)OC(C(=O)O)C1O,10
CC(=O)NCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,10
CN(C)CC=CC(=O)NC1CCC2(CC1)C(=O)NC(C1Cc3ccccc3C1)NC2=O,10
CC=CC(O)CN1CCC(O)(C=CC2=C(C=CC(C)C)C(O)CC2)C1=O,10
CC1=C2C(C(=O)O)OCOC(C)C2(O)C=CC1=O,10
CC1=CC2CC(NC(=O)C3CCCC(=O)N3C=C1)C(=O)NCCN2,10
CON1C2=CCC34OC(C)C=C3C1C(=C2)C(NC(=O)C(C)(C)N)C4O,10
NC1(CC(=O)O)CC1c1cc(F)c(F)cc1F,10
O=C(O)C1CCC(CO)=N1,10
O=C(O)C=CC1=CC2OC3C(=O)NC(=O)C23O1,10
CC(C)C1C=C(C2CCNC2=O)NC1,10
O=C(O)C1CC(S)CN1C(=O)C1CCCN1,10
Cc1cccc(-c2n[nH]c3ccc(C(O)=NC4CCC(O)C4O)cc23)c1,10
CC1OC(NC2C(C)C3C=C(N)C=CC(O)(C3=O)C2O)C(O)C(O)C1O,10
Cn1cc(C(=O)c2cc(N=C(O)C3COC3)cc3c2OCCCC3)cn1,10
CCC1C(=O)C=C2NC(C(=O)O)CN2C1=O,10
O=C1OCC2=C1N=C(c1ccc(F)cc1)C2=O,10
CC1CC(=O)N=C(O)C(Cc2ccc(O)cc2)N=C1O,10
CCSCC(=O)Nc1c2c(nc3ccsc13)CCCC2,10
COc1cc(OC)c2c(c1)C1C=CC(CN3CN(C(=O)CC4CCCC4)CC3C)C21,10
C=CC1(C)CC(=O)C2=C(C1)C(=O)c1c(CC(=O)O)c(C)n(CCC)c1C2=O,10
CNC1C(O)CCC(OC2CC(OC3CC(O)C(N)C(O)C3O)C2O)C1O,10
CC1OC(N)=NC2(CC=CC2=O)C1C,10
CC1=CCCCC2OC2(OC(=O)c2cnc(N)c3c2OC(C)C3)C1=O,10
CCN1CC(O)C(NC(=O)C2=C(O)C(=O)c3ccccc32)C1,10
O=C(OC1CCCC1)C1=C(O)C(=O)N2CCCCC12,10
O=C(O)C=Cc1nc2cc(CO)oc2o1,10
CC(C)(C)OC1(C)NC(=O)NC1=O,10
CC1Oc2[nH]c(=O)ccc2C(=O)C1C1NC(CO)C(O)C(O)C1O,10
COC1=CC2C(O)C(O)C(N)C12,10
CC=CC1CN(CC)CC1C(N)=O,10
CSC1CC(C(=O)NC2CCCC2)N=C1N,10
CC12CCC3C(CC1N3C(=O)COC1CCCC1)OC(=O)C2=CO,10
O=C1NC(O)=NC12NC(=O)C21OC(n2cnc3c(=O)[nH]c(=O)[nH]c32)C(O)C1O,10
Cc1cc(C)c2cc(N=C=Nc3ccc4c(c3)OCO4)[nH]c2n1,10
NC1CC2C3C(=O)OC(O)(CC(=O)C2(O)C3=O)C12C=CC2=O,10
O=C(OC1CCN(CC=CC=CC2=NCCC2)CC1)N1CCCC1,10
CC1=CC(=O)C(C)=C1O,10
CC1CC(OC2CCCC2)CN1C(=O)C1CCSCC1,10
O=C(Cc1ccc(F)cc1)N1CCN(C2CCCCC2)CC1,10
Nc1[nH]c2c(c1C1=CC=CC1)C(=O)NC2=O,10
O=C(C=CC1=NCCC1)C=Cc1c(O)ccc2[nH]c(=O)sc12,10
O=C(C=CC1CCCS1)N1CCC(N2CCCC23C=CNC3=O)CC1,10
COc1cccc2c1CC(CN1CCC(C)CC1)O2,10
Cc1cc(C(=O)O)c(O)c2c1C(N(C)CC1CC1)CCC2,10
CC(=O)OC1C(O)C(O)C(CNC(CS)C(=O)O)C(O)C1N=C(N)N,10
CC1=C2C(O)(C=CC23C=C(CSc2nnnn2C)NC3=O)CCC1C,10
CC(=O)C1=NCC(=O)N2CCCC12,10
CCSCC(=O)NC1C=C(CO)C(C(=O)O)C1C=O,10
COC1OCC(OC2C(N)C=NC(CO)C2O)C(O)C1O,10
CC1OC2C(=O)NC(Cc3cnc[nH]3)C(=O)NC(C(=O)N3CC(O)c4c3ccc(=O)n4C)C(=O)C(=O)NC(Cc3cnc[nH]3)C(=O)N12,10
COc1ccc2c(c1)NC(=O)C2(C)CCN1CCC(C)CC1,10
CCC1OC(=O)C1=CC=CC(=O)O,10
C=CC1(C)OC2=C(C(C=CC(N)=O)C(C)(CO)OC2=O)C1(O)C=C,10
CC1N=C(O)C=CC=C(C=C2CC(C)(O)C3=C2C(=O)NC3=O)NC(=O)CC1O,10
CC(N)=NC1C(O)C(O)C(O)C(OC2CC=CC2(C)C)C1O,10
COC(=O)C1=C(OC)NC(c2ccc(OC)c3ccccc23)C1,10
CCC1=CC(C)(C)NC(C)=C1C(O)OC1C(O)=C(C)C(O)C(C)C(OC2CC(C)C(O)CC2O)C1O,10
C=CC(=O)OC1CC(OC(C)=O)C2(C)C(O)C(O)C3(O)C(C4C(=O)CC(OC(=O)C=C)C43O)C12C,10
CC(C)C=CC1(O)C=CC=CC1O,10
CCC1=C(O)C(OCC2CCCO2)(c2cc(C)c(Cl)c(OC)c2)OC(=O)C1,10
CC1CNC1(O)C(O)C(=O)O,10
O=C(NC(CO)CSC1CCCC1)C1CO1,10
NC1CC(C(=O)OCC2NC3CCC2C3)CC1O,10
Cc1[nH]c(Cl)c(C)c1CC(=O)NC1CCN(C2CCCCC2)CC1O,10
OCC1NC(c2ccc(Cl)c(N=Cc3ncnc4[nH]ccc34)c2)=NC(O)C1O,10
